area,perimetro,maior-eixo,menor-eixo,arredondamento,area-convexa,extensao
9669,388.606994628906,151.438461303711,83.5909042358398,0.8338577747344971,10012,0.733889937400818
12975,463.851013183594,196.423965454102,85.0641174316406,0.9013632535934449,13358,0.6091263294219971
15161,498.79098510742205,208.252044677734,93.86026000976558,0.892672896385193,15541,0.640569567680359
11793,417.160003662109,163.043838500977,93.5010986328125,0.8192250728607181,12022,0.661710262298584
14960,482.140014648438,199.543975830078,96.21820068359371,0.876066386699677,15149,0.611860930919647
15651,512.2919921875,212.773010253906,95.7253799438477,0.893081784248352,16022,0.5720394849777221
11550,420.837005615234,172.539367675781,85.4117889404297,0.868877112865448,11734,0.6946950554847721
13076,450.34500122070295,183.59693908691398,91.70958709716801,0.866304755210876,13253,0.677021861076355
12181,434.81298828125,179.225311279297,86.9854049682617,0.874324917793274,12387,0.72800624370575
11599,432.316986083984,180.88185119628898,82.32106018066409,0.8904354572296139,11788,0.615005314350128
11051,424.976013183594,180.87190246582,78.2673797607422,0.901527106761932,11240,0.568057954311371
15458,511.951995849609,216.607666015625,91.7917251586914,0.905770063400269,15854,0.58404803276062
11697,424.148010253906,170.552093505859,88.9111480712891,0.853365123271942,11939,0.6272522807121279
10386,405.96798706054705,165.675048828125,81.03001403808591,0.8722332715988159,10684,0.636241137981415
11396,446.28298950195295,192.23240661621102,76.5264587402344,0.917344868183136,11692,0.645153999328613
12666,453.677001953125,191.36474609375,85.1359481811523,0.895586013793945,12866,0.6701587438583371
11774,433.72900390625,180.27848815918,84.2235107421875,0.8841592669487,12036,0.7976964712142941
10121,405.70901489257795,168.877105712891,77.0866317749023,0.889740943908691,10373,0.7435351014137271
12935,462.98001098632795,195.30432128906298,85.4874801635742,0.8991141319274899,13213,0.753041863441467
14002,490.570007324219,209.334274291992,86.1463088989258,0.911398410797119,14336,0.6569082736968989
14414,476.32101440429705,194.859756469727,94.9859466552734,0.873146414756775,14664,0.663872539997101
10590,412.506988525391,173.711242675781,78.52342224121091,0.8920006155967709,10743,0.783921837806702
13385,460.825012207031,192.646148681641,89.7134857177734,0.8849475979804989,13595,0.612754046916962
14571,489.433013916016,206.787887573242,90.4513626098633,0.8992615342140201,14839,0.6055102944374079
14115,483.77999877929705,206.841873168945,88.0686492919922,0.9048278331756591,14312,0.747656106948853
15123,518.257995605469,226.381439208984,85.84078216552741,0.925320267677307,15378,0.636918783187866
14999,498.54098510742205,213.508026123047,90.1097412109375,0.9065754413604741,15295,0.7987112998962399
11714,412.201995849609,161.308181762695,93.22561645507808,0.8160828948020941,11886,0.76432204246521
9592,385.778015136719,157.767959594727,78.3910903930664,0.867821633815765,9760,0.788426756858826
13928,479.723999023438,204.430282592773,87.08270263671871,0.9047337174415592,14158,0.56627094745636
11359,422.846984863281,171.239990234375,85.9152069091797,0.865027785301209,11665,0.6596399545669561
11307,424.89599609375,173.943649291992,83.6976623535156,0.8766235113143921,11499,0.738633394241333
11299,429.43899536132795,174.441619873047,84.4233856201172,0.8750881552696229,11663,0.613376021385193
12024,432.419006347656,172.906173706055,89.9719696044922,0.8539522290229801,12323,0.6272300481796259
12434,454.893005371094,193.157958984375,82.8585968017578,0.9033196568489079,12652,0.7036785483360289
12328,444.705993652344,183.82814025878898,86.61965942382808,0.8820268511772159,12659,0.625405848026276
14023,491.669006347656,211.15919494628898,85.5013656616211,0.9143546819686891,14262,0.539138793945313
10951,432.611999511719,182.04431152343798,78.215576171875,0.9029948711395259,11242,0.5471122860908509
13245,476.13699340820295,204.944396972656,83.1582489013672,0.9139796495437621,13536,0.79962569475174
12593,463.368988037109,195.757629394531,83.0796661376953,0.9054744839668271,12907,0.697750449180603
12218,442.68600463867205,184.35350036621102,85.839714050293,0.8849817514419559,12468,0.642038881778717
11803,463.808990478516,201.650695800781,76.4243087768555,0.925399303436279,12138,0.5494878888130189
14558,496.304992675781,204.360626220703,91.95660400390629,0.89304256439209,14908,0.569472670555115
10629,416.890014648438,172.19091796875,79.6741180419922,0.886510729789734,10819,0.694932997226715
10785,437.88400268554705,181.265808105469,77.6593017578125,0.9035760760307309,11209,0.550142824649811
12461,454.096008300781,191.914520263672,83.6612014770508,0.8999807834625241,12683,0.561508655548096
10787,405.898986816406,167.38528442382798,82.4420166015625,0.8702963590621949,10956,0.7217315435409549
12538,452.660003662109,188.805282592773,86.1097183227539,0.88994038105011,12846,0.684164583683014
15398,513.023010253906,214.054260253906,93.6844863891602,0.899137139320374,15936,0.695043802261353
10579,405.122009277344,167.29333496093798,81.3456497192383,0.8738221526145941,10750,0.796371579170227
11243,430.933013916016,179.999664306641,81.03175354003909,0.892939209938049,11524,0.738941848278046
11337,417.27099609375,174.463195800781,83.5051574707031,0.8780109286308292,11477,0.8180834054946899
11237,429.52999877929705,179.383926391602,80.4943466186523,0.8936690688133241,11430,0.5904266238212591
14253,485.023010253906,202.329940795898,90.5991744995117,0.8941440582275391,14522,0.622619271278381
11342,440.19900512695295,188.070846557617,77.1861114501953,0.911901235580444,11532,0.578555405139923
11173,420.933990478516,175.654586791992,81.6638717651367,0.885357022285461,11396,0.801966667175293
11669,432.098999023438,175.277053833008,86.8415298461914,0.8686347603797909,11886,0.779804885387421
10854,415.27999877929705,170.144027709961,82.0053939819336,0.876184225082397,11071,0.623721420764923
11792,427.78298950195295,180.87174987793,83.2707824707031,0.8877189755439759,11923,0.718323588371277
12673,441.713989257813,177.029922485352,92.5874862670898,0.852329790592194,12950,0.621774137020111
13079,436.045013427734,174.89231872558602,95.9419479370117,0.8360998630523678,13228,0.7725796103477479
11980,434.62600708007795,180.02220153808602,85.4504852294922,0.880165815353394,12190,0.6117238402366639
11230,422.71798706054705,172.900039672852,83.8480224609375,0.874541401863098,11462,0.606600761413574
11809,433.05398559570295,170.87121582031298,89.4826431274414,0.8519121408462521,12129,0.6174317598342901
11872,429.537994384766,180.08386230468798,84.3775405883789,0.883439183235168,12041,0.640448808670044
10962,415.0,170.09814453125,82.8856658935547,0.873245000839233,11152,0.620373487472534
12661,436.921997070313,174.83229064941398,93.07769775390629,0.8465037941932679,12898,0.701984941959381
12955,451.80300903320295,191.714569091797,86.6250991821289,0.8920969367027279,13143,0.6024460792541501
14843,510.101989746094,220.035858154297,86.5013580322266,0.919485509395599,15155,0.5331537127494811
11169,431.80099487304705,188.453948974609,75.714241027832,0.915742695331574,11332,0.538654446601868
12692,447.739013671875,174.88063049316398,94.1607894897461,0.842670977115631,13148,0.645706117153168
12057,448.441009521484,183.944961547852,85.177864074707,0.8863260746002201,12295,0.7326810956001278
11355,428.992004394531,172.28126525878898,85.36949157714841,0.8685942888259891,11690,0.6142486333847049
13667,463.84201049804705,197.355651855469,88.5867233276367,0.893597841262817,13829,0.6345234513282779
14436,485.825988769531,204.46995544433602,90.7499237060547,0.8961109519004821,14864,0.6144809126853941
11084,435.14498901367205,180.91389465332,79.56829833984379,0.898089349269867,11451,0.6079421043395999
14295,484.226989746094,202.770568847656,91.3971176147461,0.8926544785499569,14528,0.551823973655701
11513,438.625,189.722213745117,77.6855087280273,0.912323713302612,11736,0.6842386722564701
12089,439.492004394531,183.57666015625,84.6946792602539,0.88721376657486,12302,0.8145128488540649
14805,484.631988525391,202.98023986816398,93.69647216796871,0.887086153030396,15090,0.7842046618461609
12653,461.619995117188,195.893859863281,83.4992980957031,0.9046065211296078,12973,0.576498985290527
12391,437.618988037109,175.367233276367,90.81942749023442,0.855452418327332,12600,0.6347848176956179
10873,416.04098510742205,170.912979125977,82.1000595092773,0.8770704865455631,11085,0.645358502864838
15603,511.743988037109,211.104202270508,95.4399871826172,0.8919677734375,16021,0.5805119276046751
9903,398.66799926757795,163.005844116211,79.1322326660156,0.87426084280014,10152,0.5944177508354189
13875,490.838012695312,207.132232666016,87.3252639770508,0.906785666942596,14243,0.575630605220795
14947,506.651000976563,214.344314575195,89.5269012451172,0.9085951447486881,15364,0.562996745109558
12759,455.315002441406,188.19117736816398,87.0829086303711,0.8864959478378299,13082,0.675079345703125
12071,441.179992675781,178.041198730469,87.77051544189449,0.870041370391846,12442,0.7380166053771969
16519,533.218017578125,224.20227050781298,95.21685791015621,0.9053379893302921,17041,0.7407623529434201
14759,483.266998291016,203.965866088867,92.55145263671871,0.891124188899994,15002,0.785053193569183
14853,488.56100463867205,201.563125610352,95.4724502563477,0.880707621574402,15224,0.678529024124146
10525,409.731994628906,170.31515502929702,79.0376205444336,0.885800182819366,10682,0.6067681312561041
13913,474.451995849609,199.117431640625,89.71703338623051,0.8927393555641171,14164,0.673101127147675
13909,475.618011474609,199.607269287109,89.9441986083984,0.8927230238914491,14241,0.727876901626587
12900,442.68600463867205,181.080261230469,91.6120758056641,0.862580537796021,13112,0.7875458002090451
13424,461.468994140625,186.506744384766,92.6717529296875,0.867818415164948,13702,0.675523340702057
10818,416.768005371094,175.70875549316398,78.83265686035159,0.8937048912048341,10987,0.634486794471741
11296,424.700988769531,169.206893920898,87.0045013427734,0.8576762676239009,11626,0.6110239624977111
12013,458.359008789062,195.082305908203,79.642707824707,0.9128693342208859,12330,0.610168635845184
11393,415.799987792969,164.91043090820298,88.9042434692383,0.842237770557404,11638,0.695543348789215
11068,423.972991943359,172.015579223633,82.98536682128909,0.8759348392486569,11323,0.6053048968315121
12907,466.239990234375,194.469268798828,85.91094970703129,0.8971276879310609,13268,0.635405898094177
11982,448.864013671875,188.14598083496102,81.8552169799805,0.9004004001617428,12206,0.6281520128250121
11378,426.614013671875,179.39221191406298,81.9714736938477,0.889497518539429,11535,0.5968004465103149
12822,459.680999755859,190.302597045898,87.4113388061523,0.888266682624817,13167,0.655923902988434
14204,489.445007324219,211.883880615234,85.9450836181641,0.9140402674674991,14487,0.686084151268005
10984,421.95999145507795,170.873489379883,83.7595291137695,0.871618747711182,11201,0.69554203748703
14053,482.08401489257795,204.378631591797,88.23910522460942,0.901996493339539,14316,0.7133502364158629
10595,407.266998291016,166.130630493164,82.56895446777341,0.86774355173111,10849,0.642705500125885
12720,472.234008789063,201.64085388183602,82.2284164428711,0.9130728840827941,13352,0.745079636573792
15600,502.84298706054705,205.27551269531202,99.0528106689453,0.8758761882781979,16130,0.7214206457138058
15158,513.726013183594,218.820007324219,89.3716888427734,0.9127916097640991,15591,0.701759278774262
11679,417.825012207031,170.56799316406298,87.6366348266602,0.8579142093658451,11853,0.794327676296234
9679,390.221984863281,154.200592041016,81.986457824707,0.8469408750534059,10003,0.620687425136566
12723,465.941986083984,197.75231933593798,83.9029998779297,0.9055295586586,12974,0.683150768280029
13584,478.536987304688,204.620651245117,84.8061447143555,0.910069584846497,13817,0.676022708415985
17079,520.450012207031,216.15998840332,101.762496948242,0.8822538256645199,17418,0.7943720817565921
9944,407.360992431641,169.64474487304702,75.97413635253909,0.894112408161163,10212,0.558588922023773
12712,470.56201171875,202.19714355468798,81.3008804321289,0.9156013727188109,13053,0.814871788024902
10611,414.402008056641,171.142730712891,79.86785888671879,0.884429395198822,10874,0.7139204740524291
16138,531.059020996094,224.347213745117,92.9473342895508,0.910139799118042,16482,0.5396602749824521
14868,510.433990478516,219.333786010742,88.0391159057617,0.9159057736396791,15190,0.7966991662979129
11900,442.423004150391,184.060943603516,83.16404724121091,0.892104625701904,12119,0.603877007961273
13719,487.14700317382795,208.864776611328,84.30043029785159,0.9149300456047059,14111,0.604414463043213
11715,439.703002929688,183.222732543945,82.4832229614258,0.892937779426575,11948,0.6044891476631159
11295,430.619995117188,179.136367797852,81.1850357055664,0.8914076089859009,11516,0.69124847650528
12708,437.454010009766,174.358123779297,93.84774780273442,0.842787086963654,12893,0.643443048000336
14359,506.088989257813,223.260848999023,82.48140716552741,0.9292547106742859,14698,0.5378708243370061
10724,421.697998046875,168.36853027343798,83.7353286743164,0.867559373378754,10988,0.5944567918777471
15559,514.278991699219,221.119079589844,90.46383666992192,0.912481427192688,15903,0.7757778167724609
13728,488.101989746094,208.97412109375,84.64085388183591,0.9143032431602479,14052,0.557935357093811
