area,perimetro,maior-eixo,menor-eixo,arredondamento,area-convexa,extensao,classe
11553,428.69699096679705,170.706741333008,87.5290679931641,0.858540832996368,11845,0.6010613441467291,1
11212,413.566009521484,169.67810058593798,84.63475036621091,0.8667194247245792,11400,0.8088882565498349,1
12519,455.406005859375,192.00218200683602,83.8721466064453,0.899544477462769,12770,0.6706846952438349,0
13387,458.955993652344,180.400817871094,95.74205780029301,0.8475481271743771,13653,0.632955074310303,1
11462,424.557006835938,175.419998168945,84.14051818847659,0.8774589300155641,11650,0.798245012760162,1
12602,465.9169921875,194.455139160156,84.8320083618164,0.8998231291770941,13039,0.650258004665375,0
12974,469.273010253906,197.633163452148,84.73211669921879,0.9034306406974789,13219,0.686455011367798,0
10965,416.627014160156,171.809951782227,82.712287902832,0.8764914870262149,11167,0.660542190074921,1
13245,476.13699340820295,204.944396972656,83.1582489013672,0.9139796495437621,13536,0.79962569475174,0
13006,486.70700073242205,213.12805175781202,78.45640563964841,0.9297788143157959,13399,0.622445583343506,0
10749,412.424987792969,168.11682128906298,82.58827209472659,0.8710156679153441,11012,0.7081027626991271,1
13237,466.002990722656,197.90480041503898,85.7095718383789,0.9013531804084781,13445,0.5924185514450071,0
15691,511.848999023438,213.612167358398,94.9193496704102,0.89585143327713,16124,0.6591472625732421,0
13002,458.316009521484,187.3974609375,89.5873794555664,0.878326773643494,13319,0.676342070102692,1
12279,455.41500854492205,191.65333557128898,82.475700378418,0.902667880058289,12549,0.5920443534851071,1
10236,398.537994384766,160.849014282227,82.4916000366211,0.858477592468262,10392,0.7956470847129821,1
14013,478.277008056641,194.782562255859,92.95032501220699,0.8787944912910458,14374,0.604008615016937,0
13328,489.385986328125,217.285614013672,78.7089080810547,0.932085990905762,13530,0.7574448585510251,0
15547,501.804992675781,208.499176025391,95.807861328125,0.8881716132164,15867,0.5982837080955511,0
15569,528.789001464844,221.576843261719,90.9823837280274,0.911809623241425,16286,0.565692901611328,0
12267,438.264007568359,175.590972900391,90.1874771118164,0.8580162525176999,12519,0.624084234237671,1
14419,491.670989990234,203.912353515625,91.0368499755859,0.894808173179626,14906,0.627813816070557,0
11071,419.593994140625,170.464202880859,83.9724807739258,0.8702498078346249,11303,0.770692646503449,1
11264,423.390991210938,172.139511108398,84.2216110229492,0.8721358776092529,11476,0.732427358627319,1
14439,490.47000122070295,204.828063964844,91.0484619140625,0.8957730531692509,14815,0.7913948893547059,0
15593,512.427978515625,216.61570739746102,92.9100189208984,0.903344213962555,16050,0.7774730920791629,0
11632,442.444000244141,187.011520385742,80.889762878418,0.9016152620315551,11860,0.7945355176925659,1
10948,408.43899536132795,167.176116943359,83.6878890991211,0.8656803965568539,11132,0.754670143127441,1
13580,464.356994628906,190.38063049316398,91.3722686767578,0.8772984743118291,13781,0.627309679985046,0
11773,433.98098754882795,174.71716308593798,87.27269744873051,0.8663090467453,12005,0.6094631552696229,1
12072,452.26199340820295,192.72190856933602,80.2883682250977,0.9090889096260071,12342,0.6941521763801579,0
12451,461.34500122070295,191.407775878906,84.1614990234375,0.898145973682404,12833,0.581279158592224,1
12131,444.92599487304705,183.838088989258,85.0592727661133,0.886522352695465,12419,0.784162878990173,1
12426,451.088989257813,185.191024780273,87.4606781005859,0.881452441215515,12779,0.6245790123939511,0
11919,435.26199340820295,171.845184326172,89.9816055297852,0.851951837539673,12168,0.611230790615082,1
13002,465.179992675781,191.29664611816398,87.9218978881836,0.8881207108497621,13345,0.7357401251792909,1
11530,425.391998291016,177.015213012695,83.9269180297852,0.8804587721824649,11686,0.8081020712852479,1
15042,504.72000122070295,214.521209716797,90.20870971679692,0.907287061214447,15375,0.695616006851196,0
15967,511.614990234375,211.690780639648,96.97522735595699,0.88890141248703,16329,0.586676955223084,0
15028,498.829010009766,205.53845214843702,94.58416748046879,0.8878269195556641,15382,0.577777802944183,0
14143,483.864990234375,200.878128051758,90.59234619140629,0.892533242702484,14427,0.59765887260437,0
13221,448.64498901367205,181.138916015625,93.82220458984371,0.8554065227508549,13378,0.625402092933655,1
15032,500.609008789063,209.916534423828,91.9253921508789,0.8990168571472171,15397,0.718924880027771,0
12673,441.713989257813,177.029922485352,92.5874862670898,0.852329790592194,12950,0.621774137020111,1
12709,456.174011230469,191.37341308593798,85.7398376464844,0.8940216898918149,12934,0.782814919948578,0
14818,487.015991210938,197.82897949218702,97.38611602783199,0.870440125465393,15261,0.632599055767059,0
12715,462.617004394531,197.49363708496102,82.3947525024414,0.9088137745857242,12924,0.682721197605133,1
13933,471.713989257813,193.51672363281298,91.8762435913086,0.880109071731567,14177,0.744642198085785,0
9346,383.743988037109,158.048873901367,75.9828872680664,0.876854598522186,9539,0.6790177226066589,1
12331,441.440002441406,175.609924316406,90.82543182373051,0.855864644050598,12617,0.6193992495536801,1
12326,441.58499145507795,179.066375732422,89.27005004882808,0.866872131824493,12673,0.765162348747253,1
14570,469.981994628906,185.401458740234,100.88791656494101,0.8389819860458371,14895,0.654537260532379,0
10367,412.005004882812,173.720504760742,76.7886428833008,0.897003173828125,10591,0.619739353656769,1
8850,381.433990478516,159.251205444336,71.7609481811523,0.8927184939384459,9063,0.572519063949585,1
15070,504.05099487304705,210.025985717773,92.3732223510742,0.8980869054794308,15400,0.6487300992012021,0
10384,416.04299926757795,176.74157714843798,75.5928726196289,0.9039193987846371,10557,0.566874086856842,1
12659,445.319000244141,179.94334411621102,90.1316299438477,0.86551159620285,12848,0.6169103384017939,1
15276,506.684997558594,212.135681152344,93.06375122070308,0.89863395690918,15574,0.579228758811951,0
11605,425.697998046875,173.516677856445,86.1351089477539,0.868089199066162,11781,0.798417627811432,1
14289,488.484985351563,208.573883056641,88.3096237182617,0.905944108963013,14572,0.7920731902122501,0
10871,416.537994384766,171.443710327148,82.2273025512695,0.8774780035018921,11156,0.600840091705322,1
11835,418.713012695313,168.209823608398,90.15866088867192,0.8442248106002809,12025,0.665485858917236,1
10598,411.47900390625,162.202285766602,85.2214050292969,0.8508540987968449,10936,0.593526005744934,1
12288,437.82199096679705,179.187957763672,88.10448455810551,0.870771706104279,12498,0.802717506885529,1
11634,427.10501098632795,171.32633972168,88.2664947509766,0.85707288980484,11967,0.7096931338310241,1
10570,419.953002929688,181.806365966797,74.52000427246091,0.9121364951133729,10781,0.58592015504837,1
11818,433.828002929688,175.963912963867,86.7737808227539,0.8699533939361569,12118,0.7149425148963929,1
11768,433.48001098632795,179.834274291992,83.9647445678711,0.8843097686767579,11993,0.7556668519973759,1
10737,414.471984863281,170.457580566406,81.1702880859375,0.8793421387672421,10986,0.611794888973236,1
13928,479.723999023438,204.430282592773,87.08270263671871,0.9047337174415592,14158,0.56627094745636,0
13494,479.44601440429705,203.02734375,85.7512664794922,0.906426727771759,13842,0.772940754890442,0
13029,460.4169921875,184.947891235352,91.3319625854492,0.8695610761642459,13410,0.761573553085327,1
11639,432.38699340820295,178.694854736328,83.9545135498047,0.8827619552612309,11940,0.59358423948288,1
10427,398.691986083984,161.216796875,83.80955505371091,0.854253768920898,10639,0.6284353733062739,1
12720,472.234008789063,201.64085388183602,82.2284164428711,0.9130728840827941,13352,0.745079636573792,0
14994,508.307006835938,215.56980895996102,89.61988067626949,0.9094858765602108,15246,0.55076402425766,0
11323,422.43798828125,169.984558105469,86.2649612426758,0.8616593480110172,11628,0.603121340274811,1
13877,489.622985839844,205.145126342773,86.93637084960942,0.9057652354240421,14176,0.5638077259063721,0
9933,397.72000122070295,160.850631713867,79.7827682495117,0.8683194518089291,10161,0.706371784210205,1
14126,498.424987792969,216.88548278808602,83.8103866577148,0.922320008277893,14410,0.760771214962006,0
12442,459.535003662109,187.508850097656,87.1873016357422,0.8853227496147159,12941,0.587579667568207,0
12888,467.197998046875,199.15641784668,83.28892517089841,0.9083510041236881,13222,0.725839138031006,0
11770,429.244995117188,177.57814025878898,85.3131866455078,0.8770351409912109,11938,0.592499375343323,1
13549,464.005004882813,189.97265625,91.63721466064449,0.875967264175415,13772,0.73933207988739,1
16188,526.8759765625,224.041915893555,93.1756210327148,0.9094173312187199,16605,0.663007855415344,0
12950,464.88699340820295,194.42839050293,85.8219833374023,0.8973072171211239,13288,0.6002039313316351,0
14269,501.04000854492205,214.669357299805,85.6431579589844,0.9169710278511051,14733,0.700009822845459,0
8709,383.527008056641,164.193893432617,67.93288421630861,0.9103970527648929,8873,0.7679893970489499,1
12647,451.055999755859,180.344345092773,91.4280853271484,0.861967265605927,13120,0.658595025539398,1
15600,502.84298706054705,205.27551269531202,99.0528106689453,0.8758761882781979,16130,0.7214206457138058,0
12200,447.213989257812,191.140701293945,81.5713806152344,0.904364466667175,12367,0.56974732875824,1
9885,385.600006103516,157.210891723633,81.19732666015629,0.8562952280044559,10042,0.6284170150756839,1
16156,495.713989257813,197.274307250977,105.537979125977,0.8448641896247859,16434,0.709405481815338,0
12023,442.33499145507795,181.17674255371102,85.4149627685547,0.8818951845169071,12282,0.601300299167633,1
12387,449.135986328125,185.402755737305,86.05038452148442,0.8857687711715699,12662,0.7164256572723392,1
11977,442.364013671875,185.265411376953,83.1605758666992,0.8935957551002499,12186,0.6817508935928349,1
14525,487.216003417969,206.450119018555,90.8438568115234,0.897983968257904,14798,0.593341529369354,0
14838,500.161987304687,211.98254394531202,90.9465713500977,0.9032909274101261,15165,0.7864108681678771,0
12546,442.066009521484,184.264831542969,87.304931640625,0.8806317448616031,12744,0.678896129131317,1
10066,413.28298950195295,177.30690002441398,73.4882049560547,0.910063445568085,10262,0.546411871910095,1
14333,493.898986816406,207.509948730469,89.44615936279301,0.9023303389549259,14772,0.559795320034027,0
13582,476.66598510742205,199.45188903808602,88.40869903564449,0.8963939547538761,13825,0.568998754024506,0
11423,418.60400390625,169.073287963867,87.28488159179692,0.856435120105743,11717,0.6554771065711981,1
14368,491.56298828125,211.297073364258,87.20801544189449,0.9108547568321229,14596,0.624424159526825,0
10173,406.966003417969,174.50358581543,74.86865234375,0.903286516666412,10342,0.762708067893982,1
10770,405.503997802734,158.728820800781,87.6126327514649,0.833867788314819,11097,0.666048228740692,1
14379,495.151000976562,212.020965576172,87.81466674804692,0.910195350646973,14834,0.790793597698212,0
10539,420.63699340820295,174.81980895996102,77.6350402832031,0.8959841132164,10775,0.66270512342453,1
10729,414.69900512695295,171.729873657227,81.4269790649414,0.88044011592865,10987,0.7942112684249879,1
14602,500.233001708984,218.48805236816398,85.6775817871094,0.9199061989784241,14827,0.583636462688446,0
15172,504.15798950195295,213.224670410156,91.6670608520508,0.9028725028038029,15477,0.6224410533905029,0
10806,408.67599487304705,163.71594238281298,85.6324844360352,0.8522987961769101,11069,0.611441195011139,1
12237,438.156005859375,178.058929443359,88.28736114501949,0.8684183359146121,12489,0.630838215351105,1
15742,499.981994628906,209.394195556641,96.45911407470699,0.8875777125358578,15950,0.756608664989471,0
11443,421.671997070313,173.63220214843798,84.6323471069336,0.873165905475616,11644,0.6337856650352479,1
13183,464.57199096679705,190.691268920898,88.76956176757808,0.8850402235984799,13473,0.5939090847969061,0
11470,427.197998046875,174.039093017578,85.1054153442383,0.8722828030586239,11767,0.639781355857849,1
11802,430.052001953125,175.274749755859,86.6631698608398,0.869210720062256,12024,0.621255993843079,1
15344,501.799987792969,212.422698974609,92.9614028930664,0.8991577625274659,15604,0.7942029237747191,0
15764,513.843994140625,212.165069580078,95.9599075317383,0.891871452331543,16258,0.604702889919281,0
11533,424.566009521484,174.214889526367,85.4239883422852,0.87153297662735,11773,0.7364622950553891,1
10015,402.17898559570295,160.386825561523,81.0769119262695,0.8628215789794921,10338,0.6946178674697879,1
10965,416.973999023438,174.351745605469,80.7974548339844,0.886140644550324,11224,0.701086938381195,1
12692,447.739013671875,174.88063049316398,94.1607894897461,0.842670977115631,13148,0.645706117153168,1
12416,441.92800903320295,175.21472167968798,91.5606155395508,0.8526011109352108,12738,0.629167914390564,1
10733,402.419006347656,166.234313964844,82.7054824829102,0.867450475692749,10876,0.706118404865265,1
10937,424.585998535156,177.167053222656,79.7570037841797,0.8929380178451541,11103,0.5952109098434449,0
13270,459.86599731445295,188.893371582031,90.74984741210942,0.877033650875092,13507,0.59944885969162,1
11115,424.73001098632795,177.78541564941398,80.5449447631836,0.8914872407913209,11318,0.734633207321167,1
8546,388.580993652344,172.519958496094,63.344753265380895,0.9301524758338929,8685,0.7354561090469359,1
14209,496.27200317382795,208.822906494141,87.7580337524414,0.9074078798294071,14667,0.5657349824905401,0
12262,443.1669921875,190.679641723633,82.125129699707,0.9024966359138492,12404,0.618169009685516,1
12495,443.67800903320295,184.98767089843798,87.1301803588867,0.88213038444519,12690,0.7426007390022281,1
9749,398.682006835937,162.88122558593798,77.1967239379883,0.8805544972419742,9941,0.5991273522377011,1
11486,420.85299682617205,175.257507324219,83.8640823364258,0.87807708978653,11615,0.776500821113586,1
14266,486.47799682617205,207.726043701172,88.0999221801758,0.9056079387664799,14485,0.603851854801178,0
16059,522.7239990234381,217.850143432617,95.1538848876953,0.8995654582977299,16675,0.68845921754837,0
12931,460.535003662109,192.908020019531,86.566650390625,0.893659472465515,13302,0.607060730457306,0
13687,481.744995117188,201.17457580566398,87.9571762084961,0.8993554711341859,13979,0.698316335678101,0
10663,403.255004882813,163.936279296875,83.7474136352539,0.859667778015137,10884,0.65217125415802,1
11745,426.765991210938,179.015274047852,84.0251388549805,0.882999420166016,11904,0.685399174690247,1
10025,400.510986328125,167.563522338867,77.0786514282227,0.8879206776618961,10181,0.595026135444641,1
15320,511.929992675781,218.623153686523,91.1698150634766,0.9088981747627259,15740,0.5456423163414,0
14918,500.27099609375,210.424606323242,91.21054077148442,0.901173055171967,15185,0.640725016593933,0
16990,535.3389892578131,224.08717346191398,98.6626358032227,0.8978571891784671,17371,0.600905418395996,0
12898,454.766998291016,184.373977661133,90.9540328979492,0.869852006435394,13223,0.7578143477439879,1
11545,431.11599731445295,174.73683166503898,85.66143798828129,0.871592462062836,11911,0.6529977321624761,1
17082,548.445983886719,230.188720703125,95.7575836181641,0.909366428852081,17576,0.592466711997986,0
14337,494.299011230469,206.692779541016,89.7482070922852,0.9008113741874699,14859,0.7098930478096009,0
7943,362.673004150391,154.886322021484,65.93088531494139,0.9048771858215329,8080,0.608659029006958,1
13176,458.34298706054705,193.33738708496102,87.44839477539058,0.8918609023094181,13368,0.640669047832489,0
